Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Dup_v1	Dup_v2	Merge_v1	Merge_v2	MA_gaps_v1	MA_gaps_v2	MA_extra_v1	MA_extra_v2	MA_conserv_v1	MA_conserv_v2
0	yes	yes	0.47	0.38	-0.4	-0.14	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
25	yes	yes	0.03	0.14	NaN	NaN	0.02	0.02	0.16	0.07	0.1	0.1	0.71	0.91
-38	yes	no	0.08	0.18	0.04	-36.0	1.0	1.0	0.07	0.07	0.0	0.21	1.0	0.8
0	no	no	0.0	0.0	-0.05	-0.14	1.0	1.0	0.2	0.18	0.0	0.0	0.0	0.67
-12	yes	no	0.42	0.42	0.0	0.0	1.0	1.0	0.11	0.09	0.02	0.02	0.87	0.87
25	no	no	0.0	0.1	0.0	-0.94	1.0	1.0	0.64	0.09	0.0	0.0	0.25	0.95
0	no	no	0.04	0.04	-2.83	-0.69	1.0	1.0	0.2	0.24	0.02	0.02	0.92	0.87
25	no	no	0.0	0.0	1.06	-0.16	1.0	1.0	0.34	0.48	0.0	0.0	0.27	0.22
-13	no	no	0.2	0.18	-1.09	-0.38	1.0	1.0	0.06	0.07	0.26	0.28	0.87	0.91
-12	yes	no	0.45	0.31	-0.85	-0.77	1.0	1.0	0.02	0.04	0.01	0.04	0.83	0.83
0	no	no	0.18	0.17	-1.89	-1.83	1.0	1.0	0.1	0.09	0.07	0.02	0.8	0.8
13	no	yes	0.09	0.09	0.0	0.0	1.0	1.0	0.03	0.03	0.02	0.02	0.9	0.9
0	yes	yes	0.45	0.45	0.0	0.0	1.0	1.0	0.05	0.05	0.0	0.0	0.86	0.86
25	no	yes	0.04	0.27	-0.15	-0.51	1.0	1.0	0.35	0.2	0.0	0.01	0.74	0.88
13	no	no	0.11	0.22	0.0	0.07	0.0	0.0	0.01	0.01	0.47	0.47	0.81	0.81
0	yes	yes	0.08	0.08	-1.61	-1.66	1.0	1.0	0.4	0.41	0.0	0.0	0.73	0.73
0	no	no	0.0	0.1	0.0	0.0	1.0	1.0	0.73	0.2	0.06	0.0	0.18	0.68
37	yes	yes	0.11	0.45	0.0	0.0	1.0	1.0	0.28	0.16	0.03	0.03	0.94	0.94
37	yes	yes	0.07	0.26	0.09	0.09	1.0	1.0	0.23	0.17	0.02	0.05	0.95	0.95
12	no	yes	0.4	0.39	-0.85	-0.71	1.0	1.0	0.02	0.01	0.0	0.05	1.0	1.0
0	yes	yes	0.42	0.35	-0.09	-0.45	1.0	1.0	0.06	0.08	0.02	0.0	1.0	1.0
0	no	no	0.3	0.3	-0.63	-0.64	1.0	1.0	0.38	0.38	0.01	0.01	0.9	0.73
0	no	no	0.11	0.09	-0.06	-0.09	1.0	1.0	0.01	0.01	0.03	0.03	0.76	0.76
50	no	yes	0.0	0.27	-0.19	-0.42	1.0	1.0	0.27	0.01	0.0	0.0	0.0	1.0
-50	yes	no	0.26	0.02	-0.38	0.0	1.0	1.0	0.02	0.0	0.07	0.58	0.95	0.96
-25	yes	no	0.37	0.17	-0.19	-0.44	0.02	0.03	0.12	0.1	0.05	0.09	0.85	0.9
12	yes	yes	0.03	0.22	0.1	-0.02	1.0	1.0	0.02	0.0	0.0	0.03	1.0	1.0
25	no	yes	0.01	0.42	-0.65	-1.58	1.0	1.0	0.15	0.05	0.0	0.0	0.94	0.97
0	no	yes	0.19	0.3	0.23	0.0	0.0	0.03	0.07	0.42	0.14	0.0	0.8	0.33
12	yes	yes	0.05	0.45	-1.83	-1.53	1.0	1.0	0.15	0.07	0.0	0.01	0.88	0.87
0	no	no	0.01	0.01	-0.08	-0.08	1.0	1.0	0.26	0.26	0.01	0.02	1.0	1.0
0	no	no	0.0	0.15	-0.21	-0.23	1.0	1.0	0.77	0.52	0.0	0.0	0.27	0.68
0	yes	yes	0.38	0.45	-0.31	-0.23	0.5	0.25	0.05	0.05	0.01	0.01	1.0	1.0
0	yes	yes	0.08	0.04	-0.02	-0.02	1.0	1.0	0.01	0.04	0.1	0.02	1.0	1.0
50	no	yes	0.02	0.21	0.4	-0.04	1.0	1.0	0.59	0.13	0.02	0.0	0.57	0.89
13	no	no	0.0	0.24	0.0	-0.31	1.0	1.0	0.14	0.02	0.01	0.0	0.9	0.96
0	no	no	0.37	0.34	-0.32	-0.61	1.0	1.0	0.06	0.06	0.0	0.0	1.0	1.0
0	yes	yes	0.45	0.38	-0.24	-0.21	1.0	1.0	0.0	0.02	0.01	0.0	1.0	1.0
0	no	no	0.21	0.21	0.0	0.0	1.0	1.0	0.07	0.07	0.0	0.0	1.0	1.0
25	yes	yes	0.35	0.34	-0.36	-0.25	1.0	1.0	0.2	0.19	0.0	0.0	0.97	0.95
-12	no	yes	0.19	0.05	0.06	0.07	1.0	1.0	0.04	0.15	0.02	0.02	0.89	0.79
38	no	no	0.02	0.22	0.0	0.0	1.0	1.0	0.51	0.03	0.01	0.01	0.42	1.0
38	no	no	0.01	0.44	-0.65	-0.2	1.0	1.0	0.56	0.0	0.0	0.0	0.32	1.0
0	no	no	0.13	0.09	0.0	-0.21	1.0	1.0	0.31	0.28	0.0	0.0	0.66	0.82
13	yes	no	0.37	0.37	-0.94	-0.82	1.0	1.0	0.09	0.04	0.0	0.0	0.65	0.95
-37	yes	yes	0.37	0.11	-0.05	-0.04	1.0	1.0	0.02	0.02	0.02	0.0	0.83	0.75
37	yes	yes	0.13	0.21	0.15	0.12	1.0	1.0	0.11	0.1	0.0	0.0	0.67	1.0
0	no	no	0.2	0.2	0.37	0.4	0.02	0.02	0.08	0.09	0.01	0.01	1.0	1.0
50	no	yes	0.0	0.5	-0.02	0.0	1.0	1.0	0.56	0.05	0.0	0.0	0.05	0.8
0	yes	no	0.42	0.09	0.0	-1.93	1.0	1.0	0.38	0.18	0.02	0.01	0.65	0.83
12	yes	yes	0.17	0.35	-0.26	-0.45	1.0	1.0	0.09	0.0	0.03	0.04	0.85	0.84
25	no	yes	0.0	0.4	-0.34	-0.1	1.0	1.0	0.48	0.08	0.0	0.01	0.27	0.78
13	no	no	0.16	0.21	-0.2	0.11	1.0	1.0	0.11	0.01	0.24	0.22	1.0	1.0
0	no	no	0.0	0.09	5.4	0.04	0.25	1.0	0.18	0.57	0.0	0.0	0.5	1.0
0	yes	yes	0.33	0.23	-0.15	-0.22	1.0	1.0	0.03	0.03	0.04	0.0	1.0	1.0
-25	yes	no	0.48	0.06	-0.01	-0.71	1.0	1.0	0.33	0.7	0.02	0.0	0.89	0.54
0	yes	yes	0.43	0.49	0.0	0.0	1.0	1.0	0.01	0.03	0.08	0.03	1.0	1.0
25	yes	yes	0.32	0.48	-0.04	0.0	1.0	1.0	0.39	0.19	0.01	0.0	0.9	0.91
0	yes	yes	0.44	0.33	0.1	0.07	1.0	1.0	0.1	0.03	0.02	0.03	0.96	1.0
0	no	no	0.07	0.02	-0.09	-0.12	1.0	1.0	0.07	0.03	0.02	0.1	0.67	0.67
0	yes	yes	0.44	0.42	0.0	0.0	0.5	0.5	0.11	0.1	0.07	0.07	0.83	0.86
0	no	no	0.0	0.0	1.09	1.13	1.0	1.0	0.25	0.41	0.0	0.0	0.33	1.0
38	no	no	0.19	0.4	0.76	-0.08	1.0	1.0	0.13	0.01	0.35	0.17	0.8	0.61
0	no	no	0.24	0.28	0.0	0.0	1.0	1.0	0.06	0.06	0.06	0.06	1.0	1.0
0	no	no	0.01	0.0	0.0	0.0	1.0	1.0	0.53	0.05	0.0	0.22	0.71	0.79
0	yes	yes	0.33	0.36	-0.39	-0.39	1.0	1.0	0.6	0.6	0.0	0.0	0.27	0.27
0	yes	yes	0.3	0.3	0.0	0.0	1.0	1.0	0.02	0.02	0.0	0.0	1.0	1.0
0	yes	yes	0.16	0.14	0.0	0.0	1.0	1.0	0.15	0.16	0.01	0.01	1.0	1.0
0	no	no	0.39	0.45	-0.04	-0.03	1.0	1.0	0.0	0.01	0.08	0.15	1.0	0.92
25	yes	no	0.07	0.4	0.32	-0.08	1.0	1.0	0.62	0.06	0.0	0.05	0.78	1.0
25	no	no	0.44	0.26	0.0	0.0	0.0	0.02	0.25	0.15	0.0	0.04	0.94	0.98
38	no	no	0.19	0.31	-0.72	-0.53	1.0	1.0	0.35	0.01	0.02	0.1	0.54	1.0
25	no	no	0.47	0.38	0.0	0.0	1.0	1.0	0.28	0.13	0.0	0.02	0.82	0.82
0	no	no	0.0	0.0	-0.07	-0.23	0.13	0.25	0.12	0.34	0.0	0.0	0.5	0.76
-25	yes	no	0.29	0.02	-0.14	-0.94	1.0	1.0	0.37	0.81	0.0	0.0	0.83	0.6
-25	yes	no	0.5	0.06	0.0	0.0	1.0	1.0	0.0	0.04	0.0	0.0	0.97	0.96
0	no	no	0.07	0.07	0.0	0.0	0.5	0.5	0.05	0.05	0.23	0.23	0.87	0.87
12	no	no	0.26	0.08	0.11	-0.0	1.0	1.0	0.26	0.08	0.02	0.08	1.0	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.26	0.26	0.06	0.06	0.66	0.68
0	no	no	0.46	0.48	-14.69	-3.08	1.0	1.0	0.03	0.07	0.03	0.02	0.97	0.95
0	no	no	0.1	0.1	-0.02	-0.02	1.0	1.0	0.08	0.09	0.04	0.06	1.0	1.0
0	no	no	0.11	0.11	-0.17	-0.16	0.01	0.01	0.03	0.03	0.05	0.05	0.7	0.7
0	no	no	0.0	0.0	0.0	0.0	-	-	-	-	-	-	-	-
13	yes	no	0.35	0.41	0.0	0.0	1.0	1.0	0.22	0.06	0.04	0.04	0.77	1.0
-25	no	no	0.17	0.01	-2.31	NaN	1.0	1.0	0.16	0.31	0.01	0.0	0.83	0.84
0	yes	yes	0.07	0.18	0.03	0.03	1.0	1.0	0.02	0.02	0.0	0.01	0.87	0.86
0	yes	yes	0.07	0.02	0.0	0.0	1.0	1.0	0.16	0.26	0.0	0.0	0.73	0.72
-25	yes	yes	0.26	0.3	0.29	0.46	0.0	0.0	0.16	0.18	0.14	0.15	1.0	1.0
0	no	no	0.1	0.1	0.0	0.0	1.0	1.0	0.09	0.06	0.02	0.01	0.98	0.97
12	yes	yes	0.19	0.26	0.0	-0.05	1.0	1.0	0.05	0.04	0.01	0.01	0.83	0.83
-12	yes	no	0.47	0.49	0.1	0.0	1.0	1.0	0.14	0.16	0.01	0.03	0.97	0.98
0	yes	yes	0.27	0.23	-0.11	-0.15	1.0	1.0	0.13	0.12	0.02	0.01	0.9	0.89
0	no	no	0.17	0.17	-20.39	0.0	1.0	1.0	0.24	0.24	0.0	0.0	0.73	0.73
0	yes	yes	0.22	0.48	-0.6	-0.7	1.0	1.0	0.1	0.0	0.0	0.0	0.87	0.98
38	no	yes	0.0	0.0	0.52	-0.15	1.0	1.0	-	-	-	-	-	-
-12	yes	yes	0.36	0.17	-0.08	-0.06	1.0	1.0	0.08	0.02	0.04	0.05	0.91	0.91
0	no	no	0.06	0.09	-0.11	-0.06	0.13	0.25	0.05	0.05	0.15	0.15	0.99	0.99
12	yes	yes	0.14	0.29	-0.33	0.1	1.0	1.0	0.46	0.14	0.01	0.01	0.72	0.68
0	no	yes	0.27	0.17	0.0	0.21	1.0	1.0	0.53	0.59	0.0	0.0	0.38	0.33
12	no	no	0.27	0.29	0.54	-122.96	-	-	-	-	-	-	-	-
0	yes	yes	0.3	0.48	-0.28	-0.24	1.0	1.0	0.0	0.04	0.05	0.03	0.96	0.96
0	yes	yes	0.42	0.42	0.0	0.0	1.0	1.0	0.08	0.08	0.01	0.0	0.98	0.98
0	no	no	0.0	0.0	0.0	0.0	0.06	0.06	0.13	0.11	0.03	0.2	0.9	1.0
38	no	yes	0.01	0.05	-0.29	-1.74	1.0	1.0	0.29	0.04	0.0	0.0	0.62	0.8
-12	yes	no	0.49	0.45	-0.14	0.0	1.0	1.0	0.15	0.04	0.47	0.47	0.36	0.5
-12	yes	yes	0.21	0.13	0.0	0.0	1.0	1.0	0.55	0.56	0.0	0.0	0.96	0.96
0	no	no	0.0	0.0	0.0	-0.65	1.0	1.0	0.74	0.65	0.01	0.0	0.31	0.18
38	no	no	0.01	0.26	0.0	0.0	1.0	1.0	0.31	0.0	0.0	0.0	0.76	1.0
38	yes	no	0.42	0.49	0.84	0.0	1.0	1.0	0.2	0.2	0.02	0.02	1.0	1.0
0	yes	yes	0.46	0.49	-0.01	-0.01	1.0	1.0	0.05	0.02	0.01	0.01	0.95	0.91
0	yes	yes	0.32	0.33	0.0	0.0	1.0	1.0	0.04	0.04	0.0	0.0	0.95	0.94
0	yes	yes	0.21	0.26	-0.96	-1.13	1.0	1.0	0.06	0.02	0.0	0.0	0.94	0.94
0	yes	yes	0.45	0.45	-0.41	-0.41	1.0	1.0	0.12	0.11	0.0	0.0	0.86	0.87
13	no	no	0.14	0.29	0.0	-0.05	1.0	1.0	0.2	0.08	0.01	0.03	0.72	0.63
25	no	no	0.0	0.0	-0.59	-0.98	1.0	1.0	0.75	0.0	0.01	0.03	0.13	0.9
0	no	no	0.27	0.27	0.06	0.06	1.0	1.0	0.05	0.05	0.0	0.0	0.93	1.0
-62	yes	no	0.3	0.25	-1.43	-0.29	1.0	0.02	0.04	0.03	0.01	0.43	0.94	0.92
0	no	no	0.13	0.05	0.0	0.0	1.0	1.0	0.08	0.04	0.0	0.03	0.99	0.99
25	no	yes	0.03	0.25	-0.09	-0.08	1.0	1.0	0.17	0.1	0.01	0.0	0.98	0.98
-13	no	no	0.23	0.18	0.0	-1.61	1.0	1.0	0.05	0.06	0.18	0.03	1.0	1.0
0	yes	yes	0.47	0.46	-0.5	-0.6	0.0	0.01	0.75	0.36	0.0	0.0	0.63	0.65
0	yes	yes	0.34	0.35	0.0	0.0	0.03	0.02	0.41	0.41	0.02	0.01	0.89	1.0
0	yes	yes	0.35	0.28	-0.89	-0.92	1.0	1.0	0.02	0.02	0.0	0.0	0.93	0.93
-25	yes	yes	0.05	0.05	-0.21	-0.21	1.0	1.0	0.03	0.03	0.0	0.0	1.0	0.67
0	yes	yes	0.47	0.47	0.05	0.05	1.0	1.0	0.06	0.06	0.04	0.05	0.97	0.97
-50	yes	no	0.38	0.0	0.0	0.0	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.14	0.15	0.05	-0.04	1.0	1.0	0.02	0.0	0.0	0.0	0.67	0.5
-38	yes	no	0.12	0.0	1.39	0.42	1.0	1.0	0.13	0.79	0.04	0.0	0.58	0.0
50	no	yes	0.05	0.38	-0.33	0.0	1.0	1.0	0.73	0.18	0.0	0.01	0.32	0.95
-12	yes	no	0.36	0.27	-1.56	-1.56	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
-25	yes	yes	0.5	0.38	0.0	-0.1	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.0	0.0	0.0	0.0	1.0	1.0	0.3	0.3	0.0	0.0	0.79	0.76
0	yes	yes	0.47	0.44	0.0	0.0	1.0	1.0	0.11	0.16	0.0	0.0	0.86	0.81
12	no	yes	0.22	0.41	-0.89	-1.47	1.0	1.0	0.59	0.04	0.0	0.05	0.4	0.79
25	no	no	0.11	0.05	-0.65	0.04	1.0	1.0	0.3	0.09	0.05	0.06	0.93	0.95
-50	yes	yes	0.26	0.41	-0.01	-0.35	0.13	0.01	0.12	0.32	0.0	0.0	1.0	0.91
0	no	no	0.11	0.12	-0.75	-0.73	1.0	1.0	0.06	0.04	0.0	0.0	0.97	1.0
0	no	no	0.01	0.0	-0.06	-0.1	1.0	1.0	0.5	0.54	0.01	0.01	0.49	0.39
-25	yes	no	0.5	0.0	0.05	0.03	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.39	0.4	-2.3	-2.26	1.0	1.0	0.02	0.01	0.01	0.01	0.97	0.96
0	no	yes	0.05	0.3	0.0	0.0	1.0	1.0	0.1	0.31	0.14	0.02	0.91	0.89
38	no	no	0.07	0.29	0.0	-0.5	1.0	1.0	0.35	0.15	0.09	0.03	1.0	1.0
0	no	no	0.06	0.06	0.0	0.0	1.0	1.0	0.1	0.07	0.08	0.08	1.0	1.0
0	yes	yes	0.17	0.17	-0.78	NaN	1.0	1.0	0.54	0.51	0.01	0.0	0.72	0.53
25	yes	yes	0.31	0.3	-0.62	-0.6	1.0	1.0	0.02	0.01	0.01	0.02	0.59	0.87
25	yes	yes	0.36	0.48	-1.64	0.0	1.0	1.0	0.23	0.12	0.0	0.03	0.86	1.0
0	no	no	0.14	0.11	0.0	0.0	0.25	0.25	0.15	0.09	0.11	0.11	1.0	1.0
-13	no	no	0.26	0.07	-0.23	-0.17	0.0	0.0	0.14	0.03	0.19	0.31	0.71	0.71
0	no	no	0.28	0.26	-0.53	-0.54	1.0	1.0	0.1	0.06	0.04	0.04	0.91	0.95
25	yes	yes	0.29	0.42	-0.22	-0.32	0.03	1.0	0.0	0.0	0.09	0.0	0.98	0.98
-13	no	no	0.24	0.02	-2.06	-0.86	1.0	1.0	0.22	0.01	0.0	0.06	0.62	0.67
0	no	no	0.06	0.07	-0.39	-0.33	1.0	1.0	0.49	0.49	0.01	0.01	0.65	0.7
0	no	no	0.0	0.05	0.0	0.0	1.0	1.0	0.58	0.54	0.0	0.0	0.45	0.42
0	no	no	0.0	0.06	-0.59	0.0	1.0	1.0	0.35	0.32	0.02	0.05	0.5	1.0
-12	yes	no	0.5	0.5	-0.47	-0.33	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.46	0.45	-0.16	-0.17	1.0	1.0	0.01	0.02	0.02	0.02	0.63	0.65
12	yes	yes	0.13	0.22	0.13	0.01	1.0	1.0	0.03	0.03	0.01	0.03	0.55	0.54
0	yes	yes	0.31	0.3	-0.25	0.07	1.0	1.0	0.3	0.38	0.0	0.02	0.92	0.65
0	no	no	0.0	0.0	-0.14	-0.14	1.0	1.0	0.05	0.07	0.0	0.0	1.0	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.38	0.61	0.0	0.0	0.68	0.42
0	no	no	0.25	0.32	-0.21	-0.49	0.0	0.02	0.53	0.59	0.0	0.0	0.25	0.26
12	no	yes	0.43	0.38	-0.22	0.0	1.0	1.0	0.11	0.03	0.02	0.01	0.91	0.94
0	no	no	0.06	0.09	-0.17	-0.17	1.0	1.0	0.0	0.0	0.09	0.02	0.66	0.66
0	no	no	0.0	0.0	0.0	0.0	0.06	0.13	0.75	0.75	0.0	0.0	0.43	0.45
0	yes	yes	0.28	0.29	-45.3	-44.24	1.0	1.0	0.04	0.04	0.07	0.07	1.0	0.99
0	yes	yes	0.28	0.24	0.08	0.04	1.0	1.0	0.07	0.06	0.0	0.0	0.98	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.19	0.36	0.01	0.01	0.49	0.59
0	no	no	0.1	0.1	-3.21	-3.23	1.0	1.0	0.06	0.06	0.0	0.0	0.95	0.95
0	no	no	0.33	0.33	-0.04	-0.04	1.0	1.0	0.04	0.04	0.11	0.11	0.96	0.96
13	no	no	0.12	0.21	-0.17	0.0	1.0	1.0	0.08	0.04	0.0	0.0	0.89	0.95
-12	yes	no	0.38	0.33	-1.05	-1.05	1.0	1.0	0.07	0.07	0.25	0.25	0.67	0.64
25	no	no	0.02	0.03	-1.22	0.0	1.0	1.0	0.57	0.01	0.01	0.02	0.89	0.97
0	yes	yes	0.44	0.43	-0.2	-0.25	1.0	1.0	0.04	0.04	0.01	0.01	0.98	0.98
0	no	no	0.13	0.13	0.0	0.0	1.0	1.0	0.04	0.05	0.01	0.01	1.0	1.0
0	no	no	0.06	0.06	NaN	NaN	1.0	1.0	0.0	0.0	0.0	0.0	0.99	1.0
0	no	no	0.0	0.0	-0.32	0.0	1.0	1.0	0.26	0.36	0.0	0.0	0.5	0.87
0	yes	yes	0.03	0.06	-9.84	-10.06	1.0	1.0	0.02	0.0	0.0	0.0	0.98	0.98
0	yes	yes	0.32	0.48	-0.45	-0.35	1.0	1.0	0.17	0.11	0.04	0.05	1.0	1.0
12	no	yes	0.21	0.41	-0.07	-0.51	0.01	0.0	0.25	0.07	0.23	0.23	0.67	0.79
25	yes	no	0.07	0.49	-0.15	0.0	1.0	1.0	0.71	0.13	0.0	0.03	0.56	0.9
0	no	no	0.05	0.06	-5.5	-6.1	1.0	1.0	0.29	0.27	0.01	0.01	0.71	0.87
25	no	no	0.44	0.32	-0.03	-0.04	0.06	0.5	0.26	0.11	0.07	0.07	0.67	0.82
12	no	yes	0.31	0.44	0.0	-0.46	1.0	1.0	0.13	0.07	0.0	0.04	0.85	0.86
50	no	yes	0.0	0.4	0.0	0.0	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.36	0.32	-0.13	-0.16	1.0	1.0	0.02	0.02	0.0	0.0	1.0	1.0
12	no	yes	0.25	0.39	0.0	0.0	1.0	1.0	0.09	0.09	0.1	0.0	0.99	0.99
0	no	no	0.08	0.07	0.0	0.0	1.0	1.0	0.22	0.22	0.04	0.04	0.51	0.59
37	yes	yes	0.03	0.29	-0.29	-0.19	1.0	1.0	0.19	0.01	0.04	0.07	0.73	0.81
0	no	no	0.31	0.29	0.0	0.0	1.0	0.5	0.04	0.03	0.0	0.0	0.89	0.88
0	no	no	0.0	0.0	0.0	-0.09	1.0	1.0	0.24	0.23	0.01	0.0	0.42	0.5
0	no	no	0.02	0.02	0.0	-0.34	1.0	1.0	0.09	0.09	0.0	0.0	0.88	0.88
-12	yes	no	0.42	0.3	0.0	0.0	1.0	1.0	0.1	0.09	0.1	0.29	0.68	0.78
0	yes	yes	0.41	0.39	0.0	0.0	1.0	1.0	0.12	0.06	0.08	0.07	0.96	0.91
50	no	yes	0.0	0.43	-0.14	0.0	1.0	1.0	0.35	0.01	0.02	0.02	0.71	1.0
-13	yes	no	0.07	0.07	-0.05	-0.9	1.0	1.0	0.24	0.43	0.0	0.0	0.76	0.67
-38	yes	no	0.12	0.0	0.0	-0.23	1.0	1.0	0.0	0.2	0.02	0.05	0.82	0.67
0	yes	yes	0.22	0.23	-0.18	-0.18	1.0	1.0	0.03	0.02	0.01	0.01	0.99	0.99
0	yes	yes	0.45	0.45	0.0	0.0	1.0	1.0	0.11	0.11	0.01	0.01	0.94	0.96
50	no	yes	0.02	0.3	0.0	0.0	1.0	1.0	0.17	0.17	0.22	0.16	0.95	0.95
13	yes	no	0.37	0.47	0.02	0.0	1.0	1.0	0.24	0.04	0.0	0.0	0.54	0.98
-50	yes	no	0.33	0.0	-0.07	0.63	1.0	1.0	0.01	0.57	0.02	0.11	0.75	0.33
-50	yes	no	0.2	0.04	0.0	-0.14	1.0	1.0	0.14	0.66	0.01	0.0	0.9	0.4
-12	yes	yes	0.28	0.05	0.0	0.0	0.5	1.0	0.37	0.41	0.01	0.03	0.9	0.44
0	yes	yes	0.26	0.26	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.99	0.99
0	no	no	0.33	0.45	0.0	-0.31	1.0	1.0	0.16	0.12	0.01	0.0	0.89	0.9
37	no	yes	0.25	0.24	-0.32	-0.28	1.0	1.0	0.16	0.02	0.0	0.02	0.0	1.0
0	yes	yes	0.1	0.14	-0.59	-0.66	1.0	1.0	0.07	0.06	0.0	0.0	0.88	0.93
-25	yes	yes	0.14	0.14	-0.58	0.0	1.0	1.0	0.12	0.59	0.03	0.03	1.0	0.7
25	yes	no	0.05	0.3	-0.75	-0.06	1.0	1.0	0.37	0.1	0.0	0.15	0.71	0.92
0	yes	no	0.39	0.09	-0.07	0.0	1.0	1.0	0.48	0.16	0.0	0.08	0.92	0.93
13	no	no	0.0	0.49	0.0	-0.76	1.0	1.0	0.68	0.45	0.01	0.0	0.23	0.47
0	yes	yes	0.31	0.28	0.0	0.0	1.0	1.0	0.09	0.09	0.0	0.0	0.71	0.74
0	no	no	0.03	0.03	0.0	0.0	1.0	1.0	0.23	0.24	0.02	0.02	0.81	0.78
-25	yes	yes	0.39	0.39	0.0	0.0	0.02	0.01	0.12	0.23	0.0	0.0	1.0	0.99
25	yes	yes	0.33	0.32	-1.17	-5.01	1.0	1.0	0.44	0.07	0.01	0.03	0.9	0.95
13	no	yes	0.0	0.04	0.29	0.08	1.0	1.0	0.18	0.12	0.0	0.0	0.85	0.85
25	yes	yes	0.38	0.37	-0.26	-0.29	1.0	1.0	0.0	0.0	0.2	0.15	0.8	0.8
25	yes	yes	0.42	0.28	0.0	0.0	0.03	0.25	0.35	0.43	0.01	0.0	0.79	0.4
0	yes	yes	0.34	0.31	-0.19	-0.2	1.0	1.0	0.0	0.0	0.0	0.0	0.97	0.96
0	yes	yes	0.47	0.47	-7.47	-8.31	0.5	0.13	0.35	0.33	0.0	0.01	0.77	1.0
-25	no	no	0.27	0.49	-4.31	-0.44	1.0	1.0	0.1	0.46	0.0	0.0	0.9	0.53
-13	yes	no	0.13	0.0	-0.37	-0.12	1.0	1.0	-	-	-	-	-	-
-13	no	no	0.35	0.05	-0.31	-0.02	1.0	0.5	0.45	0.1	0.0	0.35	0.94	1.0
37	yes	yes	0.02	0.3	-0.31	-0.26	1.0	1.0	0.48	0.13	0.0	0.03	0.48	0.8
25	no	yes	0.0	0.42	0.0	0.0	1.0	1.0	0.16	0.04	0.0	0.45	0.57	0.57
0	no	no	0.05	0.05	0.0	0.0	1.0	1.0	0.0	0.01	0.06	0.06	0.93	0.97
12	no	yes	0.23	0.24	-0.29	-0.43	1.0	1.0	0.3	0.27	0.05	0.04	0.93	1.0
25	no	yes	0.0	0.2	0.02	-0.01	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.33	0.41	0.0	0.0	1.0	1.0	0.05	0.03	0.01	0.0	0.71	0.72
0	yes	yes	0.2	0.18	-0.36	-0.34	1.0	1.0	0.1	0.15	0.01	0.0	0.89	0.87
0	yes	yes	0.5	0.5	-0.24	-0.25	1.0	1.0	0.05	0.05	0.0	0.01	0.83	0.86
0	yes	yes	0.33	0.35	-4.35	-3.98	1.0	1.0	0.03	0.02	0.02	0.01	0.94	1.0
0	yes	yes	0.4	0.33	-0.26	-0.64	1.0	1.0	-	-	-	-	-	-
50	no	yes	0.17	0.42	-0.35	-0.21	1.0	1.0	0.23	0.01	0.0	0.01	0.31	0.92
0	no	no	0.0	0.0	0.0	-0.19	1.0	1.0	-	-	-	-	-	-
13	no	yes	0.0	0.11	-0.69	-0.55	1.0	1.0	-	-	-	-	-	-
13	no	no	0.02	0.22	-0.01	-0.34	1.0	1.0	0.61	0.21	0.02	0.0	0.24	0.65
-25	yes	no	0.4	0.09	-2.0	-2.88	1.0	1.0	0.03	0.02	0.01	0.08	0.99	0.97
-12	yes	no	0.42	0.47	-0.46	-0.74	1.0	1.0	0.44	0.39	0.0	0.01	0.4	0.4
13	no	yes	0.11	0.14	-1.08	-1.38	1.0	1.0	0.09	0.03	0.07	0.05	1.0	1.0
0	no	no	0.19	0.0	0.0	0.0	1.0	1.0	0.03	0.69	0.09	0.0	0.54	0.13
13	no	yes	0.0	0.03	-0.16	-0.01	1.0	1.0	0.36	0.37	0.0	0.0	0.93	1.0
-12	yes	no	0.42	0.49	0.0	0.0	1.0	1.0	0.02	0.01	0.05	0.12	0.87	0.87
0	yes	yes	0.36	0.36	-0.21	-0.21	1.0	1.0	0.03	0.03	0.01	0.01	0.95	1.0
25	yes	yes	0.45	0.27	-0.01	-0.01	1.0	1.0	0.33	0.02	0.0	0.0	0.6	0.96
50	no	yes	0.08	0.23	0.93	0.0	1.0	1.0	0.33	0.11	0.0	0.0	0.64	0.76
12	yes	yes	0.09	0.33	-0.82	-0.81	1.0	1.0	0.05	0.0	0.0	0.04	0.97	0.96
-25	no	no	0.01	0.01	0.0	0.0	1.0	0.5	0.02	0.01	0.18	0.61	0.85	0.92
0	no	no	0.24	0.24	-0.44	-0.61	1.0	1.0	0.11	0.11	0.0	0.0	1.0	1.0
