Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Dup_v1	Dup_v2	Merge_v1	Merge_v2	MA_gaps_v1	MA_gaps_v2	MA_extra_v1	MA_extra_v2	MA_conserv_v1	MA_conserv_v2
0	no	no	0.02	0.03	0.0	0.0	1.0	1.0	0.09	0.15	0.01	0.01	0.96	0.93
0	no	no	0.16	0.12	-0.37	-0.3	1.0	1.0	0.27	0.27	0.0	0.0	0.75	0.75
-13	yes	no	0.12	0.08	0.0	0.0	1.0	1.0	0.01	0.02	0.02	0.04	1.0	1.0
25	no	no	0.09	0.04	0.0	-0.02	1.0	1.0	0.41	0.1	0.0	0.08	1.0	0.86
-38	no	no	0.47	0.04	-0.04	-0.0	1.0	1.0	0.18	0.52	0.05	0.0	0.95	1.0
0	no	no	0.07	0.06	0.0	0.0	1.0	1.0	0.25	0.26	0.01	0.0	0.93	1.0
50	no	yes	0.03	0.37	-2.3	-0.02	1.0	1.0	0.48	0.1	0.0	0.02	0.25	0.96
0	no	no	0.08	0.09	0.0	0.0	1.0	1.0	0.01	0.04	0.0	0.0	0.96	1.0
12	no	yes	0.21	0.49	0.06	NaN	1.0	1.0	0.18	0.08	0.0	0.0	0.99	0.99
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.15	0.16	0.0	0.01	0.97	0.97
0	no	yes	0.47	0.06	0.0	0.0	0.13	1.0	0.13	0.15	0.14	0.04	0.91	0.9
-12	yes	no	0.26	0.31	0.0	0.0	1.0	1.0	0.05	0.04	0.03	0.0	1.0	1.0
25	no	no	0.18	0.09	0.0	0.0	1.0	1.0	0.2	0.07	0.02	0.02	0.77	1.0
0	yes	yes	0.33	0.37	0.14	0.1	1.0	1.0	0.01	0.04	0.01	0.01	1.0	1.0
12	yes	yes	0.11	0.42	0.0	0.0	1.0	1.0	0.07	0.0	0.0	0.01	0.94	0.96
38	no	no	0.03	0.26	0.0	0.0	1.0	1.0	0.5	0.03	0.0	0.0	0.52	1.0
25	yes	no	0.14	0.21	0.03	0.02	1.0	1.0	0.5	0.03	0.0	0.02	0.5	1.0
-12	yes	no	0.26	0.31	0.0	-0.04	1.0	1.0	0.01	0.18	0.0	0.0	1.0	1.0
25	no	no	0.1	0.09	0.0	0.0	0.5	1.0	0.09	0.07	0.0	0.0	0.72	1.0
13	no	no	0.03	0.21	0.0	0.0	1.0	1.0	0.07	0.08	0.0	0.01	0.83	1.0
25	no	yes	0.2	0.41	0.0	0.0	1.0	1.0	0.14	0.02	0.01	0.0	0.98	1.0
12	yes	yes	0.16	0.46	0.05	0.25	1.0	1.0	0.11	0.05	0.0	0.02	0.87	1.0
38	no	yes	0.07	0.18	0.0	0.0	1.0	1.0	0.37	0.02	0.0	0.0	0.97	0.95
25	no	yes	0.12	0.48	-0.54	-0.13	1.0	1.0	0.11	0.02	0.01	0.0	0.91	0.97
0	no	no	0.08	0.09	0.0	0.0	1.0	1.0	0.03	0.05	0.01	0.0	1.0	1.0
13	no	yes	0.05	0.11	0.0	0.0	1.0	1.0	0.12	0.07	0.0	0.0	0.98	0.99
0	no	no	0.02	0.05	0.0	0.04	1.0	1.0	0.56	0.27	0.17	0.0	0.37	0.66
38	no	no	0.0	0.44	0.0	0.0	1.0	1.0	0.45	0.0	0.0	0.0	1.0	1.0
13	no	no	0.08	0.22	0.0	0.0	0.03	1.0	0.12	0.23	0.01	0.0	1.0	1.0
13	no	yes	0.03	0.01	0.0	0.0	1.0	1.0	0.02	0.12	0.09	0.0	0.93	1.0
25	no	no	0.01	0.03	0.0	0.0	1.0	1.0	0.23	0.07	0.01	0.2	1.0	1.0
25	no	no	0.06	0.12	0.0	0.0	1.0	1.0	0.36	0.01	0.0	0.01	0.74	0.96
0	yes	yes	0.05	0.16	0.08	0.1	1.0	1.0	0.01	0.03	0.05	0.01	1.0	1.0
25	yes	yes	0.44	0.45	0.04	0.01	1.0	1.0	0.22	0.19	0.04	0.04	0.93	1.0
-25	no	no	0.06	0.02	-0.07	0.0	1.0	1.0	0.09	0.23	0.02	0.0	1.0	1.0
0	yes	yes	0.36	0.26	0.0	0.0	1.0	1.0	0.01	0.02	0.0	0.04	0.97	0.98
0	no	no	0.01	0.05	0.0	0.0	1.0	1.0	0.43	0.2	0.0	0.0	0.69	0.85
0	no	no	0.08	0.09	0.0	0.0	1.0	1.0	0.12	0.14	0.02	0.02	0.98	1.0
0	no	no	0.16	0.1	0.0	0.0	1.0	1.0	0.08	0.08	0.0	0.0	0.95	0.92
0	yes	yes	0.14	0.12	0.0	0.01	1.0	1.0	0.06	0.06	0.0	0.0	0.93	0.9
-12	no	no	0.14	0.25	0.0	0.0	1.0	1.0	0.06	0.19	0.01	0.08	0.93	0.78
0	yes	yes	0.32	0.3	-0.15	-0.11	1.0	1.0	0.0	0.0	0.03	0.02	1.0	0.99
-12	yes	no	0.3	0.28	0.0	0.0	1.0	1.0	0.01	0.01	0.02	0.02	1.0	1.0
50	no	yes	0.13	0.25	0.0	0.0	1.0	1.0	0.29	0.0	0.0	0.0	0.69	0.95
-12	yes	yes	0.42	0.12	-0.01	-0.02	1.0	1.0	0.0	0.0	0.03	0.0	0.99	1.0
0	yes	yes	0.43	0.38	NaN	-46.87	1.0	1.0	-	-	-	-	-	-
0	no	no	0.03	0.02	0.0	0.0	1.0	1.0	0.03	0.01	0.14	0.14	1.0	1.0
0	yes	yes	0.16	0.17	0.0	0.0	1.0	1.0	0.01	0.07	0.0	0.01	1.0	1.0
-37	yes	no	0.44	0.38	-0.0	0.02	1.0	1.0	0.08	0.56	0.03	0.01	0.99	0.94
25	no	yes	0.08	0.44	0.0	0.0	1.0	1.0	0.15	0.01	0.0	0.01	0.69	0.77
0	no	no	0.02	0.04	0.0	0.0	1.0	1.0	0.48	0.68	0.0	0.0	1.0	0.29
-13	yes	yes	0.17	0.21	0.0	0.0	1.0	1.0	0.0	0.34	0.01	0.12	1.0	0.99
0	no	no	0.25	0.27	0.0	0.0	1.0	1.0	0.03	0.02	0.01	0.04	1.0	1.0
0	yes	yes	0.47	0.47	-0.28	-0.17	1.0	1.0	0.02	0.02	0.0	0.0	0.98	0.97
-38	yes	no	0.15	0.14	0.01	0.0	1.0	1.0	0.0	0.46	0.01	0.0	0.95	0.99
-25	yes	no	0.49	0.01	0.0	0.0	1.0	1.0	0.0	0.18	0.0	0.0	1.0	0.81
0	no	no	0.02	0.01	0.0	0.0	1.0	1.0	0.56	0.58	0.02	0.0	1.0	1.0
-12	yes	no	0.3	0.33	-8.44	-8.85	1.0	1.0	0.09	0.07	0.02	0.05	1.0	1.0
38	no	no	0.0	0.2	0.0	0.0	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.42	0.37	0.0	0.0	1.0	1.0	0.0	0.0	0.01	0.01	1.0	1.0
12	no	yes	0.27	0.26	0.0	0.0	1.0	1.0	0.23	0.29	0.01	0.07	1.0	0.99
-25	yes	yes	0.17	0.11	0.0	0.0	1.0	1.0	0.0	0.08	0.0	0.21	1.0	1.0
0	yes	yes	0.21	0.22	NaN	NaN	1.0	1.0	0.03	0.05	0.0	0.0	1.0	1.0
0	no	no	0.1	0.0	-0.04	0.0	1.0	1.0	0.0	0.4	0.07	0.02	0.72	0.67
13	no	yes	0.04	0.12	-0.07	0.01	1.0	1.0	0.37	0.07	0.03	0.26	0.94	1.0
-50	yes	no	0.49	0.08	0.0	0.0	1.0	1.0	0.02	0.25	0.01	0.0	1.0	0.87
0	yes	yes	0.31	0.37	-0.06	-0.86	1.0	1.0	0.01	0.0	0.01	0.0	0.99	0.97
-25	yes	no	0.43	0.12	0.0	0.0	1.0	1.0	0.12	0.18	0.0	0.04	1.0	1.0
0	no	no	0.1	0.0	0.0	0.0	1.0	1.0	0.34	0.66	0.04	0.0	0.96	0.23
0	no	no	0.03	0.04	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.02	1.0	1.0
50	no	yes	0.01	0.21	0.0	0.0	1.0	1.0	0.27	0.0	0.0	0.0	1.0	0.96
-12	yes	no	0.26	0.27	0.09	0.07	1.0	1.0	0.01	0.01	0.0	0.02	1.0	1.0
12	no	no	0.45	0.04	0.0	0.0	1.0	1.0	0.15	0.0	0.11	0.11	0.71	1.0
12	yes	yes	0.17	0.27	0.0	0.0	1.0	1.0	0.02	0.01	0.0	0.01	0.98	1.0
-12	yes	no	0.35	0.22	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.96	0.97
12	no	yes	0.22	0.3	0.0	0.0	1.0	1.0	0.0	0.01	0.01	0.01	1.0	1.0
25	no	yes	0.03	0.44	-0.05	-0.02	1.0	1.0	0.14	0.01	0.0	0.03	0.8	0.93
12	yes	yes	0.1	0.23	0.0	0.0	1.0	1.0	0.02	0.0	0.0	0.0	0.91	1.0
-25	no	no	0.11	0.01	-0.13	-0.52	1.0	1.0	0.09	0.41	0.0	0.0	0.97	0.99
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.76	0.73	0.0	0.01	1.0	0.15
-25	yes	yes	0.25	0.34	-0.26	-0.18	1.0	1.0	0.0	0.27	0.03	0.03	1.0	1.0
-13	yes	yes	0.13	0.33	-0.27	0.33	1.0	1.0	0.14	0.08	0.0	0.26	1.0	1.0
0	yes	yes	0.47	0.45	0.16	0.16	1.0	1.0	0.05	0.03	0.03	0.01	1.0	1.0
25	no	no	0.05	0.04	0.46	0.38	1.0	1.0	0.39	0.33	0.03	0.03	0.72	0.6
0	yes	yes	0.33	0.34	-0.01	-0.02	1.0	1.0	0.06	0.03	0.02	0.01	0.91	0.94
12	yes	yes	0.14	0.24	0.0	-0.0	1.0	1.0	0.02	0.03	0.03	0.01	0.97	0.98
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.17	0.83	0.0	0.0	0.43	0.44
-12	yes	no	0.3	0.25	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.02	0.97	1.0
0	no	no	0.01	0.04	0.0	0.0	1.0	1.0	0.1	0.06	0.01	0.01	0.99	0.94
-25	no	no	0.16	0.05	0.24	0.0	1.0	1.0	0.08	0.23	0.02	0.03	0.97	0.91
-25	yes	no	0.36	0.16	-0.48	-1.17	1.0	1.0	0.06	0.0	0.0	0.01	0.98	1.0
-38	no	no	0.33	0.17	0.0	-0.15	0.25	1.0	0.15	0.06	0.0	0.0	0.87	0.79
-13	yes	no	0.02	0.19	0.08	-0.66	1.0	1.0	0.17	0.0	0.0	0.01	0.83	0.99
25	no	yes	0.0	0.44	-0.04	-0.0	1.0	1.0	0.69	0.15	0.08	0.06	0.2	0.79
0	no	no	0.34	0.35	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.0	1.0	1.0
12	no	yes	0.22	0.22	0.0	0.0	1.0	1.0	0.03	0.01	0.0	0.0	0.98	1.0
0	no	no	0.15	0.18	-0.36	-0.08	1.0	1.0	0.02	0.01	0.0	0.03	1.0	0.98
0	no	no	0.07	0.06	0.3	0.07	1.0	1.0	0.06	0.08	0.0	0.0	0.97	0.96
0	no	no	0.01	0.02	-0.0	0.0	1.0	1.0	0.11	0.18	0.0	0.0	1.0	1.0
0	yes	yes	0.24	0.24	-0.11	-0.03	1.0	1.0	0.03	0.03	0.0	0.0	1.0	0.99
-37	yes	no	0.47	0.41	-1.4	0.0	1.0	1.0	0.07	0.22	0.0	0.01	1.0	1.0
25	no	yes	0.04	0.49	-0.1	-0.14	1.0	1.0	0.12	0.01	0.0	0.01	0.98	0.95
0	no	no	0.07	0.12	0.0	0.0	1.0	1.0	0.08	0.06	0.0	0.0	0.94	0.93
-25	yes	no	0.26	0.12	0.0	-0.01	1.0	1.0	0.09	0.12	0.01	0.02	0.99	0.97
-12	yes	no	0.42	0.49	0.0	0.0	1.0	1.0	0.0	0.0	0.08	0.08	1.0	1.0
0	no	no	0.14	0.1	0.0	0.0	1.0	1.0	0.09	0.01	0.01	0.01	1.0	1.0
0	yes	yes	0.38	0.28	0.1	0.0	1.0	1.0	0.03	0.01	0.01	0.04	1.0	1.0
25	no	no	0.0	0.15	0.0	-0.6	1.0	1.0	0.46	0.09	0.01	0.01	1.0	0.94
13	no	yes	0.02	0.19	0.0	0.0	1.0	1.0	0.05	0.0	0.0	0.0	0.89	0.99
-37	yes	yes	0.41	0.19	0.0	0.0	1.0	1.0	0.1	0.72	0.01	0.0	0.99	1.0
0	no	no	0.01	0.03	0.0	0.0	1.0	1.0	0.07	0.17	0.0	0.0	1.0	0.94
12	yes	yes	0.14	0.23	-0.38	0.0	1.0	1.0	0.16	0.1	0.0	0.03	0.86	0.97
25	no	yes	0.0	0.47	0.0	0.0	1.0	1.0	0.02	0.01	0.0	0.0	1.0	1.0
0	yes	yes	0.31	0.48	-0.63	-0.19	1.0	1.0	0.09	0.08	0.0	0.0	1.0	1.0
12	no	yes	0.21	0.38	-0.07	-0.07	1.0	1.0	0.05	0.01	0.02	0.01	0.98	1.0
-12	yes	yes	0.27	0.17	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.04	0.86	1.0
-25	yes	no	0.22	0.08	-0.06	-0.06	1.0	1.0	0.09	0.05	0.01	0.05	1.0	1.0
-13	yes	no	0.17	0.18	-0.12	-0.11	1.0	1.0	0.01	0.02	0.02	0.01	1.0	1.0
0	no	no	0.11	0.08	-0.17	0.0	1.0	1.0	0.17	0.2	0.0	0.01	0.98	0.99
0	yes	yes	0.5	0.46	0.03	0.05	1.0	1.0	0.01	0.01	0.01	0.02	0.9	0.93
0	yes	yes	0.13	0.13	-0.04	-0.02	1.0	1.0	0.01	0.02	0.01	0.0	0.97	0.97
12	no	yes	0.31	0.38	-0.02	-0.01	1.0	1.0	0.0	0.0	0.04	0.01	0.96	1.0
50	no	yes	0.07	0.21	-0.06	-1.34	1.0	1.0	0.41	0.11	0.0	0.0	0.75	0.91
0	no	no	0.03	0.01	0.0	0.0	1.0	1.0	0.33	0.32	0.01	0.02	0.48	0.49
0	no	no	0.0	0.02	0.0	NaN	1.0	1.0	0.17	0.03	0.01	0.06	0.97	0.93
0	yes	yes	0.35	0.31	-0.02	0.0	1.0	1.0	0.01	0.02	0.0	0.0	0.99	0.99
50	no	yes	0.02	0.24	0.0	0.0	1.0	1.0	0.23	0.01	0.0	0.0	0.7	0.89
-25	no	no	0.03	0.01	-0.09	0.0	1.0	1.0	0.02	0.1	0.0	0.07	1.0	0.56
0	no	no	0.0	0.0	-0.47	0.0	1.0	1.0	0.6	0.61	0.0	0.0	0.97	0.34
50	no	yes	0.0	0.29	NaN	0.0	1.0	1.0	0.37	0.0	0.0	0.0	0.73	1.0
38	no	yes	0.17	0.19	-0.43	-0.27	1.0	1.0	0.33	0.0	0.0	0.04	0.67	1.0
0	yes	yes	0.46	0.23	0.0	0.0	1.0	1.0	0.0	0.03	0.02	0.0	1.0	0.99
25	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.44	0.18	0.0	0.01	0.39	1.0
-25	yes	yes	0.49	0.49	0.04	0.28	1.0	1.0	0.03	0.39	0.01	0.0	1.0	1.0
-12	yes	no	0.23	0.24	-5.73	-5.52	1.0	1.0	0.09	0.08	0.0	0.01	1.0	0.97
-50	yes	no	0.42	0.14	-0.1	-0.15	1.0	1.0	0.05	0.22	0.05	0.02	1.0	0.89
25	no	yes	0.04	0.42	0.0	0.0	1.0	1.0	0.08	0.06	0.0	0.0	0.97	1.0
0	no	no	0.14	0.17	0.03	0.05	1.0	1.0	0.14	0.3	0.01	0.01	0.67	0.81
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.63	0.74	0.0	0.0	0.87	0.69
0	no	no	0.5	0.24	-1.99	0.0	1.0	1.0	0.09	0.01	0.02	0.02	1.0	1.0
0	no	no	0.03	0.03	0.0	0.0	1.0	1.0	0.33	0.81	0.0	0.02	0.87	0.25
0	yes	yes	0.44	0.49	0.0	0.0	1.0	1.0	0.04	0.02	0.0	0.0	1.0	1.0
0	yes	yes	0.37	0.4	0.0	0.0	1.0	1.0	0.04	0.04	0.0	0.0	1.0	0.88
0	no	no	0.01	0.05	0.0	0.08	1.0	1.0	0.37	0.65	0.0	0.0	0.74	0.69
0	yes	yes	0.26	0.26	-0.47	-0.19	1.0	1.0	0.0	0.06	0.07	0.0	1.0	1.0
0	no	no	0.09	0.05	0.0	-0.69	0.25	1.0	0.64	0.25	0.04	0.06	1.0	0.92
-13	no	no	0.21	0.17	0.0	0.0	1.0	1.0	0.07	0.07	0.0	0.0	1.0	1.0
38	no	yes	0.03	0.17	0.0	0.0	1.0	1.0	0.42	0.09	0.0	0.0	0.79	1.0
-25	yes	yes	0.39	0.35	0.0	0.0	1.0	1.0	0.04	0.2	0.0	0.03	1.0	1.0
0	no	no	0.35	0.36	-0.04	-0.03	1.0	1.0	0.1	0.12	0.01	0.01	0.93	0.96
-50	yes	no	0.21	0.13	0.0	0.0	1.0	1.0	0.02	0.21	0.04	0.0	1.0	0.91
0	yes	yes	0.36	0.44	-0.55	-0.5	1.0	1.0	0.13	0.13	0.01	0.01	1.0	1.0
0	no	no	0.06	0.02	-0.06	-0.01	1.0	1.0	0.54	0.75	0.0	0.0	0.95	0.98
12	yes	yes	0.01	0.26	0.0	0.0	1.0	1.0	0.33	0.27	0.0	0.0	0.92	0.76
13	no	yes	0.01	0.16	0.0	0.0	1.0	1.0	0.16	0.0	0.0	0.0	1.0	1.0
0	yes	yes	0.43	0.46	-0.39	-0.26	1.0	1.0	0.02	0.02	0.0	0.0	1.0	1.0
50	no	yes	0.09	0.47	0.0	0.07	1.0	1.0	0.4	0.07	0.0	0.0	0.52	0.89
13	no	yes	0.06	0.15	0.0	0.0	1.0	1.0	0.03	0.0	0.0	0.11	1.0	1.0
0	yes	yes	0.17	0.19	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.99
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.53	0.68	0.0	0.0	0.34	1.0
0	no	no	0.02	0.02	0.0	0.0	1.0	1.0	0.71	0.38	0.0	0.0	1.0	1.0
-37	yes	yes	0.46	0.1	0.0	0.02	1.0	1.0	0.01	0.0	0.0	0.83	1.0	1.0
-25	yes	yes	0.26	0.25	0.34	1.0	1.0	1.0	0.35	0.51	0.0	0.0	0.5	0.67
25	no	no	0.04	0.03	0.01	0.01	1.0	1.0	0.63	0.0	0.01	0.07	0.14	1.0
-25	yes	no	0.49	0.09	0.0	0.0	1.0	1.0	0.1	0.19	0.0	0.07	0.97	1.0
0	no	no	0.01	0.01	-0.01	-0.01	1.0	1.0	0.68	0.66	0.0	0.0	1.0	1.0
25	no	no	0.03	0.04	-1.21	0.02	1.0	1.0	0.39	0.01	0.0	0.0	0.92	1.0
-37	yes	no	0.32	0.21	0.0	0.0	1.0	1.0	0.17	0.26	0.18	0.08	1.0	0.97
12	no	yes	0.29	0.38	-0.02	-0.02	1.0	1.0	0.01	0.01	0.07	0.01	1.0	1.0
0	yes	yes	0.37	0.41	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.02	1.0	0.99
13	no	yes	0.05	0.06	0.0	0.0	1.0	1.0	0.38	0.0	0.0	0.87	0.65	1.0
0	no	no	0.08	0.02	0.0	-0.0	1.0	1.0	0.0	0.0	0.02	0.08	1.0	1.0
0	no	no	0.09	0.1	0.0	0.0	1.0	1.0	0.02	0.01	0.0	0.0	1.0	1.0
25	no	no	0.01	0.16	0.0	0.0	1.0	1.0	0.52	0.03	0.0	0.02	0.64	1.0
12	yes	yes	0.08	0.2	-1.07	-0.77	1.0	1.0	0.01	0.0	0.0	0.0	1.0	1.0
0	yes	yes	0.46	0.39	-0.27	-0.17	1.0	1.0	0.0	0.0	0.0	0.0	0.99	1.0
0	no	no	0.06	0.07	0.0	0.01	0.13	0.13	0.26	0.26	0.0	0.0	1.0	1.0
50	no	yes	0.07	0.44	0.0	0.0	1.0	1.0	0.22	0.03	0.0	0.03	0.96	1.0
25	no	yes	0.12	0.27	0.0	0.0	1.0	1.0	0.03	0.0	0.0	0.0	1.0	1.0
50	no	yes	0.01	0.49	0.0	-0.0	1.0	1.0	0.33	0.02	0.0	0.0	0.7	1.0
-25	no	yes	0.23	0.13	0.0	0.0	1.0	1.0	0.01	0.28	0.01	0.1	1.0	1.0
-25	yes	no	0.5	0.06	0.0	0.0	1.0	1.0	0.04	0.03	0.0	0.0	0.92	0.99
12	yes	yes	0.18	0.46	0.01	0.02	1.0	1.0	0.06	0.09	0.07	0.01	1.0	1.0
12	yes	yes	0.15	0.21	0.06	0.0	1.0	1.0	0.03	0.04	0.0	0.01	1.0	1.0
38	no	no	0.02	0.23	-0.34	-0.06	1.0	1.0	0.38	0.05	0.01	0.01	0.5	0.98
-50	yes	no	0.42	0.01	0.0	0.0	1.0	1.0	0.01	0.38	0.01	0.0	0.99	0.69
-13	yes	no	0.03	0.02	0.0	-0.0	1.0	1.0	0.22	0.27	0.0	0.0	0.9	0.81
-12	yes	yes	0.21	0.12	0.0	0.0	1.0	1.0	0.01	0.04	0.01	0.0	0.94	0.99
-12	yes	yes	0.35	0.16	0.0	0.0	1.0	1.0	0.02	0.07	0.0	0.0	1.0	0.92
-50	yes	no	0.39	0.12	-0.03	-0.06	1.0	1.0	0.05	0.25	0.0	0.0	1.0	0.92
50	no	yes	0.01	0.39	0.0	-0.01	1.0	1.0	0.54	0.04	0.0	0.01	1.0	1.0
0	yes	yes	0.45	0.26	0.0	0.0	1.0	1.0	0.04	0.03	0.01	0.05	1.0	0.92
0	no	no	0.01	0.13	0.0	-0.03	1.0	1.0	0.0	0.01	0.02	0.02	1.0	1.0
0	yes	yes	0.49	0.46	0.0	0.0	1.0	1.0	0.0	0.0	0.03	0.03	1.0	0.86
0	no	no	0.04	0.02	-1.25	-0.54	1.0	1.0	0.05	0.03	0.01	0.04	1.0	1.0
0	no	no	0.05	0.05	0.0	0.0	0.25	1.0	0.24	0.33	0.0	0.0	0.8	0.5
0	yes	yes	0.39	0.38	0.0	0.0	1.0	1.0	0.05	0.06	0.0	0.01	1.0	1.0
0	yes	yes	0.32	0.48	-0.14	-0.2	1.0	1.0	0.12	0.06	0.0	0.02	1.0	1.0
0	no	no	0.04	0.01	0.0	0.0	1.0	1.0	0.57	0.51	0.0	0.03	0.3	0.99
12	yes	yes	0.17	0.35	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.99	0.96
13	yes	no	0.38	0.33	0.46	0.38	1.0	1.0	0.08	0.05	0.05	0.08	1.0	0.98
50	no	yes	0.02	0.45	0.0	0.01	1.0	1.0	0.36	0.03	0.0	0.0	0.88	1.0
25	no	yes	0.2	0.3	-0.13	-0.2	1.0	1.0	0.06	0.0	0.0	0.0	1.0	1.0
25	yes	yes	0.02	0.05	0.92	0.0	1.0	1.0	0.39	0.4	0.0	0.0	0.97	0.97
25	no	no	0.0	0.18	0.0	-0.61	1.0	1.0	0.58	0.1	0.0	0.01	0.9	0.99
0	no	no	0.0	0.04	0.0	0.0	1.0	1.0	0.3	0.0	0.0	0.41	1.0	0.86
13	no	no	0.01	0.28	0.0	0.0	1.0	1.0	0.16	0.0	0.0	0.0	1.0	1.0
12	no	no	0.24	0.14	0.0	0.0	1.0	1.0	0.2	0.14	0.01	0.01	0.82	0.93
0	no	no	0.31	0.29	-0.01	0.0	1.0	1.0	0.19	0.1	0.0	0.0	0.96	0.93
13	no	yes	0.04	0.09	0.0	0.0	1.0	1.0	0.17	0.0	0.0	0.0	0.91	1.0
-25	yes	no	0.46	0.06	-0.04	0.14	1.0	1.0	0.12	0.07	0.09	0.1	0.95	1.0
0	yes	yes	0.31	0.37	0.0	0.0	1.0	1.0	0.01	0.0	0.0	0.0	0.94	1.0
-50	yes	no	0.41	0.05	0.0	0.0	1.0	1.0	0.03	0.26	0.01	0.0	1.0	0.72
12	no	yes	0.21	0.39	-0.83	-0.11	1.0	1.0	0.0	0.14	0.01	0.05	1.0	0.98
-25	yes	no	0.41	0.09	0.02	0.01	1.0	1.0	0.03	0.03	0.0	0.18	0.93	1.0
25	no	yes	0.06	0.45	0.0	0.0	1.0	1.0	0.01	0.01	0.08	0.01	1.0	1.0
0	yes	yes	0.23	0.36	-0.4	-0.28	1.0	1.0	0.09	0.1	0.01	0.01	1.0	1.0
50	no	yes	0.02	0.5	-0.32	0.0	1.0	1.0	0.27	0.04	0.0	0.01	0.75	1.0
0	no	yes	0.15	0.3	0.0	0.06	1.0	1.0	0.01	0.32	0.13	0.0	1.0	0.98
50	no	yes	0.07	0.29	0.0	-0.1	1.0	1.0	0.25	0.02	0.0	0.0	0.87	0.82
0	yes	yes	0.27	0.29	0.01	0.0	1.0	1.0	0.01	0.0	0.0	0.0	1.0	1.0
0	no	no	0.28	0.34	0.0	0.0	1.0	1.0	0.0	0.0	0.02	0.0	1.0	1.0
25	no	no	0.25	0.2	0.0	0.0	1.0	1.0	0.21	0.17	0.0	0.0	1.0	1.0
38	no	yes	0.01	0.19	0.0	0.0	1.0	1.0	0.45	0.0	0.02	0.14	1.0	1.0
0	yes	yes	0.24	0.28	-0.07	-0.1	1.0	1.0	0.04	0.03	0.0	0.0	0.94	1.0
0	no	no	0.28	0.22	0.0	-0.03	1.0	1.0	0.4	0.62	0.01	0.0	0.88	0.32
25	no	yes	0.03	0.46	0.0	0.0	1.0	1.0	0.06	0.03	0.02	0.0	0.95	0.96
0	no	no	0.39	0.41	-0.66	-0.64	1.0	1.0	0.03	0.04	0.06	0.07	1.0	0.91
-50	yes	no	0.28	0.0	0.0	0.0	1.0	1.0	0.04	0.63	0.01	0.0	1.0	0.03
0	no	no	0.01	0.18	0.0	-0.39	1.0	1.0	0.07	0.02	0.0	0.0	0.96	1.0
-13	yes	no	0.2	0.03	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
0	yes	yes	0.14	0.14	0.01	0.0	1.0	1.0	0.04	0.08	0.0	0.01	0.86	0.98
25	no	no	0.02	0.0	0.0	0.0	1.0	1.0	0.57	0.13	0.0	0.03	0.88	0.91
38	no	yes	0.01	0.16	0.0	0.0	1.0	1.0	0.5	0.0	0.0	0.0	0.85	1.0
0	yes	yes	0.16	0.18	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.98	0.95
25	no	no	0.0	0.09	0.0	0.0	1.0	1.0	0.19	0.08	0.0	0.01	0.55	0.99
0	no	no	0.0	0.0	0.0	-0.0	1.0	1.0	0.47	0.51	0.01	0.01	0.63	0.66
-12	yes	no	0.24	0.43	-0.12	0.0	1.0	1.0	0.14	0.18	0.0	0.18	1.0	1.0
0	yes	yes	0.24	0.22	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.93	0.93
13	no	no	0.05	0.43	0.0	0.0	1.0	1.0	0.2	0.03	0.0	0.0	1.0	0.99
38	no	yes	0.02	0.19	0.0	0.0	1.0	1.0	0.33	0.05	0.0	0.01	0.98	1.0
-25	yes	no	0.48	0.04	0.0	0.0	1.0	1.0	0.01	0.09	0.0	0.0	1.0	0.88
0	no	no	0.06	0.05	0.0	0.0	1.0	1.0	0.23	0.23	0.0	0.0	0.99	1.0
-38	no	no	0.33	0.07	0.0	-0.09	0.25	1.0	0.15	0.56	0.06	0.0	1.0	1.0
-25	yes	yes	0.2	0.27	0.0	0.0	1.0	1.0	0.01	0.02	0.01	0.6	1.0	0.99
-13	no	no	0.27	0.14	0.0	0.0	1.0	1.0	0.06	0.14	0.0	0.01	1.0	1.0
38	no	no	0.0	0.39	0.0	0.0	1.0	1.0	0.27	0.07	0.0	0.0	0.78	1.0
0	no	no	0.41	0.38	0.0	0.0	1.0	1.0	0.03	0.03	0.05	0.09	1.0	1.0
0	no	no	0.02	0.01	-12.43	NaN	1.0	0.5	0.0	0.43	0.25	0.06	1.0	0.95
